"C1"	"C2"	"C3"	"IR1"	"IR2"	"IR3"
"ENSG00000118046"	0	0	1	0	0	0
"ENSG00000118181"	7	5	7	0	5	3
"ENSG00000118217"	0	0	1	1	0	0
"ENSG00000118263"	0	0	0	0	0	1
"ENSG00000118363"	1	0	0	1	1	1
"ENSG00000118418"	0	0	0	2	0	0
"ENSG00000118482"	1	0	0	0	0	0
"ENSG00000118503"	0	1	1	0	0	0
"ENSG00000118508"	0	1	0	1	0	2
"ENSG00000118515"	0	0	0	0	1	0
"ENSG00000118518"	0	0	0	0	0	1
"ENSG00000118564"	0	1	0	0	0	0
"ENSG00000118579"	1	0	1	1	0	0
"ENSG00000118596"	0	0	0	0	1	0
"ENSG00000118640"	3	3	0	3	1	0
"ENSG00000118680"	0	1	3	3	2	0
"ENSG00000118690"	0	0	0	0	0	1
"ENSG00000118705"	1	0	0	0	0	1
"ENSG00000118785"	1	1	1	0	0	0
"ENSG00000118816"	0	0	0	0	0	2
"ENSG00000118849"	0	0	0	0	0	1
"ENSG00000118855"	0	0	1	0	0	0
"ENSG00000118894"	0	0	1	0	0	0
"ENSG00000118900"	0	0	0	0	1	0
"ENSG00000118922"	0	0	1	0	0	0
"ENSG00000118971"	1	0	0	0	0	0
"ENSG00000118985"	1	0	0	0	0	0
"ENSG00000119013"	0	0	1	0	1	0
"ENSG00000119048"	0	0	0	1	1	1
"ENSG00000119185"	0	0	0	1	0	0
"ENSG00000119203"	1	0	1	0	0	0
"ENSG00000119231"	1	0	0	0	0	0
"ENSG00000119314"	0	0	0	0	0	2
"ENSG00000119335"	1	1	1	2	0	1
"ENSG00000119383"	0	1	0	0	0	0
"ENSG00000119392"	0	2	0	0	0	2
"ENSG00000119396"	0	0	1	0	0	0
"ENSG00000119402"	0	0	0	0	0	1
"ENSG00000119408"	1	0	0	0	0	0
"ENSG00000119414"	0	0	1	0	1	0
"ENSG00000119487"	0	0	0	0	1	0
"ENSG00000119523"	0	0	0	1	0	0
"ENSG00000119537"	0	1	0	0	1	0
"ENSG00000119541"	0	0	0	0	0	1
"ENSG00000119638"	0	0	1	0	0	0
"ENSG00000119655"	4	2	2	0	4	1
"ENSG00000119661"	0	0	0	1	0	0
"ENSG00000119801"	0	0	1	0	1	0
"ENSG00000119820"	1	0	0	0	0	0
"ENSG00000119878"	0	1	0	0	0	0
"ENSG00000119900"	0	0	0	0	0	1
"ENSG00000119917"	0	0	0	0	1	0
"ENSG00000120057"	0	0	0	0	0	1
"ENSG00000120217"	0	1	0	0	0	0
"ENSG00000120253"	0	1	0	0	0	0
"ENSG00000120265"	0	1	0	0	0	0
"ENSG00000120333"	1	0	0	0	0	0
"ENSG00000120370"	1	0	0	0	0	0
"ENSG00000120437"	0	0	0	0	0	1
"ENSG00000120509"	0	0	0	0	0	1
"ENSG00000120526"	0	1	0	0	0	0
"ENSG00000120533"	0	0	0	1	1	0
"ENSG00000120616"	0	0	0	0	1	0
"ENSG00000120656"	0	1	0	0	0	0
"ENSG00000120675"	0	0	0	0	0	1
"ENSG00000120686"	0	0	0	1	0	1
"ENSG00000120690"	0	0	0	0	0	1
"ENSG00000120697"	0	1	0	0	1	0
"ENSG00000120708"	3	2	0	0	2	4
"ENSG00000120727"	1	0	0	1	0	0
"ENSG00000120733"	0	0	1	0	1	0
"ENSG00000120742"	2	2	2	1	1	2
"ENSG00000120800"	1	0	0	0	0	0
"ENSG00000120802"	0	0	0	0	0	1
"ENSG00000120896"	2	0	0	0	1	0
"ENSG00000120899"	0	0	0	0	0	1
"ENSG00000120942"	0	0	0	0	0	2
"ENSG00000121064"	0	0	0	1	0	1
"ENSG00000121104"	0	0	0	0	0	1
"ENSG00000121316"	0	0	0	0	1	0
"ENSG00000121350"	0	0	1	0	0	0
"ENSG00000121542"	0	0	1	0	0	0
"ENSG00000121552"	0	0	0	1	0	1
"ENSG00000121579"	1	0	0	0	0	0
"ENSG00000121680"	0	0	0	0	0	1
"ENSG00000121691"	0	0	0	1	0	1
"ENSG00000121774"	0	0	0	1	0	1
"ENSG00000121797"	0	1	0	0	0	0
"ENSG00000121807"	0	0	1	0	0	0
"ENSG00000121851"	0	0	2	0	0	0
"ENSG00000121897"	1	0	0	0	0	0
"ENSG00000121964"	0	1	0	0	0	1
"ENSG00000121966"	2	1	1	4	0	5
"ENSG00000122026"	20	18	11	13	11	15
"ENSG00000122033"	0	2	0	0	0	1
"ENSG00000122034"	0	0	0	0	2	1
"ENSG00000122068"	0	0	0	0	0	1
"ENSG00000122085"	0	0	1	0	0	0
"ENSG00000122122"	1	0	1	0	0	0
"ENSG00000122218"	0	0	0	0	1	0
"ENSG00000122224"	0	1	0	0	0	0
"ENSG00000122299"	0	0	0	0	0	1
"ENSG00000122359"	0	0	2	0	0	1
"ENSG00000122376"	0	0	1	0	0	0
"ENSG00000122390"	0	2	0	0	0	1
"ENSG00000122406"	9	5	5	4	11	2
"ENSG00000122484"	1	0	1	0	0	0
"ENSG00000122490"	1	0	0	0	0	0
"ENSG00000122515"	1	0	0	0	0	0
"ENSG00000122545"	0	0	2	0	0	0
"ENSG00000122557"	1	0	1	0	0	0
"ENSG00000122565"	0	0	2	0	0	1
"ENSG00000122566"	0	0	1	4	0	0
"ENSG00000122687"	0	0	1	0	0	0
"ENSG00000122694"	0	1	0	0	1	2
"ENSG00000122705"	1	2	0	0	1	0
"ENSG00000122862"	1	3	4	3	8	5
"ENSG00000122873"	0	0	0	0	0	1
"ENSG00000122877"	0	1	0	0	0	1
"ENSG00000122971"	0	0	1	0	0	0
"ENSG00000123091"	1	1	1	0	0	0
"ENSG00000123131"	0	0	1	0	0	0
"ENSG00000123143"	1	0	0	1	0	0
"ENSG00000123144"	1	0	2	0	1	0
"ENSG00000123159"	1	0	0	0	0	0
"ENSG00000123240"	0	0	0	0	0	1
"ENSG00000123268"	0	0	1	1	0	0
"ENSG00000123329"	0	1	1	0	0	0
"ENSG00000123338"	2	1	1	1	0	0
"ENSG00000123349"	3	5	2	5	3	4
"ENSG00000123353"	0	0	0	1	0	0
"ENSG00000123384"	0	0	0	2	1	0
"ENSG00000123416"	2	0	0	1	1	0
"ENSG00000123444"	0	0	1	0	0	0
"ENSG00000123562"	0	0	0	0	1	0
"ENSG00000123595"	0	0	0	1	0	0
"ENSG00000123609"	0	0	0	1	0	1
"ENSG00000123728"	0	0	0	1	1	0
"ENSG00000123737"	1	0	0	0	0	0
"ENSG00000123739"	1	0	0	0	0	0
"ENSG00000123975"	0	0	0	1	0	0
"ENSG00000123992"	0	0	1	0	0	0
"ENSG00000124160"	1	0	0	0	0	0
"ENSG00000124172"	8	1	2	2	3	5
"ENSG00000124181"	0	0	0	1	0	0
"ENSG00000124193"	1	1	0	0	0	0
"ENSG00000124201"	0	1	0	0	0	0
"ENSG00000124203"	0	0	1	0	0	0
"ENSG00000124208"	0	0	0	0	0	1
"ENSG00000124222"	0	0	0	0	0	1
"ENSG00000124225"	0	0	1	0	0	0
"ENSG00000124226"	0	0	1	0	0	0
"ENSG00000124228"	0	0	0	0	0	1
"ENSG00000124275"	0	1	1	0	0	0
"ENSG00000124279"	0	0	0	0	1	0
"ENSG00000124299"	0	0	0	0	1	1
"ENSG00000124334"	0	0	0	0	0	1
"ENSG00000124357"	2	0	0	1	0	1
"ENSG00000124380"	0	0	0	0	2	0
"ENSG00000124535"	0	1	0	0	0	0
"ENSG00000124562"	2	0	0	0	1	1
"ENSG00000124570"	0	0	1	0	0	0
"ENSG00000124574"	0	1	0	0	0	0
"ENSG00000124588"	0	1	0	0	0	0
"ENSG00000124593"	1	2	1	2	0	0
"ENSG00000124596"	0	0	0	0	0	1
"ENSG00000124614"	18	16	9	14	19	16
"ENSG00000124635"	0	1	0	0	0	0
"ENSG00000124659"	1	0	0	0	0	0
"ENSG00000124733"	2	0	0	0	0	0
"ENSG00000124762"	0	1	0	1	3	0
"ENSG00000124783"	0	0	0	1	0	0
"ENSG00000124784"	1	0	0	0	0	0
"ENSG00000124789"	0	0	0	0	1	0
"ENSG00000124831"	0	0	1	0	0	0
"ENSG00000125089"	0	0	0	0	1	0
"ENSG00000125107"	0	0	0	0	1	0
"ENSG00000125148"	0	1	1	0	0	1
"ENSG00000125245"	1	0	0	0	0	0
"ENSG00000125249"	0	0	0	1	0	0
"ENSG00000125304"	0	1	0	1	0	0
"ENSG00000125347"	1	1	0	2	1	0
"ENSG00000125352"	1	0	1	0	0	0
"ENSG00000125354"	0	2	0	0	0	0
"ENSG00000125356"	1	2	1	0	1	0
"ENSG00000125445"	0	0	0	1	0	0
"ENSG00000125457"	0	0	0	1	0	0
"ENSG00000125458"	1	0	0	0	1	0
"ENSG00000125534"	1	0	0	1	2	0
"ENSG00000125611"	0	1	0	0	1	0
"ENSG00000125637"	0	0	1	0	0	0
"ENSG00000125651"	0	0	0	1	0	0
"ENSG00000125652"	0	1	1	0	0	0
"ENSG00000125656"	0	0	0	0	0	1
"ENSG00000125676"	0	0	1	0	0	0
"ENSG00000125691"	12	16	12	10	11	9
"ENSG00000125731"	1	0	0	0	0	0
"ENSG00000125734"	0	0	0	0	0	1
"ENSG00000125735"	0	0	0	0	1	0
"ENSG00000125743"	4	1	0	1	0	1
"ENSG00000125753"	0	0	0	0	1	0
"ENSG00000125755"	0	0	1	1	0	0
"ENSG00000125779"	0	0	0	1	0	0
"ENSG00000125817"	0	0	0	0	0	1
"ENSG00000125818"	0	0	0	2	0	1
"ENSG00000125826"	0	0	0	0	1	0
"ENSG00000125827"	0	0	0	0	0	1
"ENSG00000125835"	0	0	0	1	0	1
"ENSG00000125843"	0	0	0	0	1	0
"ENSG00000125863"	0	0	0	1	0	0
"ENSG00000125868"	1	0	0	0	0	0
"ENSG00000125870"	1	0	0	2	0	1
"ENSG00000125871"	1	0	0	0	0	0
"ENSG00000125898"	1	0	0	1	0	1
"ENSG00000125910"	1	1	0	0	0	0
"ENSG00000125945"	0	1	0	0	0	0
"ENSG00000125952"	0	1	0	0	0	0
"ENSG00000125970"	0	0	0	0	1	1
"ENSG00000125971"	0	0	0	0	1	0
"ENSG00000125977"	1	0	0	0	0	0
"ENSG00000125991"	1	0	1	1	0	0
"ENSG00000125995"	1	1	1	0	0	0
"ENSG00000126003"	0	0	0	0	1	0
"ENSG00000126062"	0	0	0	0	1	1
"ENSG00000126067"	0	0	0	0	1	0
"ENSG00000126216"	1	0	0	0	0	0
"ENSG00000126226"	0	0	0	0	1	0
"ENSG00000126246"	0	1	0	0	3	0
"ENSG00000126247"	0	0	0	0	1	0
"ENSG00000126264"	1	1	0	1	0	1
"ENSG00000126267"	2	1	1	1	2	1
"ENSG00000126353"	0	0	1	1	0	2
"ENSG00000126391"	0	0	0	1	1	0
"ENSG00000126432"	0	0	0	0	3	0
"ENSG00000126456"	0	0	1	0	0	0
"ENSG00000126458"	0	0	0	1	0	0
"ENSG00000126524"	1	0	1	0	1	0
"ENSG00000126561"	0	1	0	0	0	0
"ENSG00000126581"	0	1	0	0	0	0
"ENSG00000126602"	1	0	0	0	0	0
"ENSG00000126653"	0	0	0	0	1	0
"ENSG00000126698"	0	0	1	0	0	1
"ENSG00000126709"	2	2	1	0	0	2
"ENSG00000126756"	1	2	0	2	1	0
"ENSG00000126759"	0	1	0	0	0	0
"ENSG00000126767"	0	0	0	0	0	1
"ENSG00000126768"	0	1	1	0	0	0
"ENSG00000126775"	1	0	0	0	0	0
"ENSG00000126777"	0	1	0	0	0	0
"ENSG00000126860"	1	1	1	1	0	1
"ENSG00000126882"	0	1	0	0	1	1
"ENSG00000126903"	0	0	0	0	1	0
"ENSG00000126934"	0	0	1	0	1	0
"ENSG00000127022"	0	1	0	1	0	0
"ENSG00000127054"	0	0	0	1	0	0
"ENSG00000127084"	0	0	1	1	1	0
"ENSG00000127125"	1	0	0	1	0	0
"ENSG00000127184"	2	2	1	4	1	2
"ENSG00000127314"	1	0	0	0	0	0
"ENSG00000127334"	0	0	1	0	0	0
"ENSG00000127337"	0	0	0	0	1	0
"ENSG00000127419"	1	0	0	1	0	0
"ENSG00000127445"	0	0	0	1	0	0
"ENSG00000127483"	0	1	0	0	1	0
"ENSG00000127511"	0	0	0	0	0	2
"ENSG00000127528"	2	1	0	1	0	1
"ENSG00000127540"	1	0	1	1	3	0
"ENSG00000127554"	1	0	0	0	1	0
"ENSG00000127578"	0	0	0	0	1	0
"ENSG00000127616"	0	0	0	0	0	1
"ENSG00000127774"	0	0	0	2	0	0
"ENSG00000127804"	1	0	0	0	0	0
"ENSG00000127824"	0	0	0	1	1	0
"ENSG00000127837"	1	0	0	0	0	0
"ENSG00000127838"	1	0	0	0	0	0
"ENSG00000127870"	0	0	1	0	0	0
"ENSG00000127922"	0	0	1	0	1	0
"ENSG00000127947"	1	0	1	2	0	0
"ENSG00000127948"	0	0	0	0	1	1
"ENSG00000127951"	0	1	1	1	1	3
"ENSG00000127980"	1	0	0	0	0	0
"ENSG00000128016"	0	1	1	0	1	1
"ENSG00000128050"	0	0	0	0	0	1
"ENSG00000128228"	0	0	0	0	1	0
"ENSG00000128272"	1	0	0	0	1	0
"ENSG00000128294"	1	0	0	0	0	0
"ENSG00000128340"	0	0	1	0	3	0
"ENSG00000128383"	0	0	0	1	0	0
"ENSG00000128463"	0	1	1	1	0	0
"ENSG00000128524"	1	0	2	1	1	1
"ENSG00000128534"	0	0	0	0	1	1
"ENSG00000128581"	0	1	0	0	0	0
"ENSG00000128590"	0	0	0	0	1	0
"ENSG00000128595"	0	0	0	0	0	1
"ENSG00000128609"	0	0	0	0	1	0
"ENSG00000128699"	0	2	0	0	1	1
"ENSG00000128739"	1	0	0	0	0	0
"ENSG00000128789"	2	1	0	0	0	0
"ENSG00000128915"	0	0	0	0	0	1
"ENSG00000128928"	0	0	0	0	0	1
"ENSG00000128973"	0	1	0	0	0	0
"ENSG00000128989"	1	1	0	0	0	0
"ENSG00000129003"	0	0	1	0	0	0
"ENSG00000129007"	0	0	1	0	0	0
"ENSG00000129071"	0	0	1	0	0	0
"ENSG00000129084"	0	0	0	1	1	0
"ENSG00000129103"	0	2	0	0	0	0
"ENSG00000129128"	0	1	1	0	0	1
"ENSG00000129187"	0	0	0	0	0	1
"ENSG00000129226"	1	2	4	1	2	1
"ENSG00000129235"	0	0	0	0	1	1
"ENSG00000129292"	0	1	2	0	0	0
"ENSG00000129347"	0	0	0	2	0	0
"ENSG00000129353"	0	1	0	0	1	0
"ENSG00000129355"	1	0	1	0	0	0
"ENSG00000129460"	0	0	0	0	0	1
"ENSG00000129515"	1	1	0	0	1	0
"ENSG00000129518"	0	0	1	0	0	0
"ENSG00000129534"	0	0	0	1	0	0
"ENSG00000129538"	1	1	1	0	1	0
"ENSG00000129559"	2	0	3	0	0	0
"ENSG00000129562"	0	1	1	1	0	0
"ENSG00000129625"	0	0	0	2	1	0
"ENSG00000129657"	1	0	0	0	0	0
"ENSG00000129667"	0	0	0	0	1	1
"ENSG00000129968"	1	0	1	0	1	0
"ENSG00000130005"	0	0	0	0	0	1
"ENSG00000130021"	0	0	1	0	0	0
"ENSG00000130066"	0	0	0	4	0	1
"ENSG00000130165"	0	0	0	0	0	1
"ENSG00000130175"	3	0	0	1	0	0
"ENSG00000130202"	0	0	0	1	0	0
"ENSG00000130208"	0	0	0	0	1	0
"ENSG00000130255"	5	6	9	9	5	10
"ENSG00000130303"	0	1	1	1	1	1
"ENSG00000130305"	1	0	0	0	0	0
"ENSG00000130309"	0	0	0	0	0	1
"ENSG00000130311"	0	0	0	0	1	0
"ENSG00000130312"	1	0	0	0	0	0
"ENSG00000130313"	0	0	0	0	0	2
"ENSG00000130332"	1	0	0	1	0	0
"ENSG00000130402"	1	0	2	0	0	0
"ENSG00000130429"	2	0	1	1	1	2
"ENSG00000130479"	1	0	0	0	0	0
"ENSG00000130487"	1	0	0	0	0	0
"ENSG00000130520"	1	2	0	0	0	2
"ENSG00000130522"	0	3	2	0	0	0
"ENSG00000130544"	1	0	0	0	0	0
"ENSG00000130592"	3	0	4	1	0	0
"ENSG00000130699"	0	0	0	0	1	0
"ENSG00000130706"	0	0	1	1	0	0
"ENSG00000130723"	0	0	0	2	0	1
"ENSG00000130725"	0	0	0	1	0	0
"ENSG00000130726"	0	0	0	2	0	0
"ENSG00000130731"	0	0	0	0	1	0
"ENSG00000130748"	1	0	1	1	0	0
"ENSG00000130749"	1	0	0	0	0	0
"ENSG00000130751"	0	0	0	0	0	1
"ENSG00000130755"	0	1	2	1	0	0
"ENSG00000130775"	0	1	0	0	1	1
"ENSG00000130787"	0	0	1	0	1	0
"ENSG00000130803"	0	0	0	2	0	0
"ENSG00000130811"	1	1	1	2	0	1
"ENSG00000130813"	1	0	0	0	1	0
"ENSG00000130818"	0	0	0	0	0	1
"ENSG00000130830"	1	0	0	0	0	0
"ENSG00000130844"	1	0	0	0	0	0
"ENSG00000130921"	0	1	0	0	0	1
"ENSG00000130935"	0	1	0	0	2	0
"ENSG00000130958"	0	1	0	0	0	0
"ENSG00000130985"	0	1	0	1	0	0
"ENSG00000131018"	1	0	0	0	0	0
"ENSG00000131043"	0	0	0	1	0	0
"ENSG00000131051"	0	0	1	0	0	1
"ENSG00000131067"	0	0	0	0	2	0
"ENSG00000131100"	0	0	0	0	0	1
"ENSG00000131143"	4	1	0	3	2	2
"ENSG00000131165"	1	0	0	0	0	0
"ENSG00000131171"	1	1	0	0	0	2
"ENSG00000131174"	2	1	0	0	1	2
"ENSG00000131188"	0	1	0	0	0	0
"ENSG00000131203"	0	1	0	1	2	1
"ENSG00000131236"	0	2	3	0	0	0
"ENSG00000131238"	1	0	2	1	0	0
"ENSG00000131242"	0	0	1	0	0	0
"ENSG00000131351"	0	0	0	1	0	0
"ENSG00000131355"	0	0	0	0	0	1
"ENSG00000131368"	0	0	1	0	0	0
"ENSG00000131370"	0	0	1	0	0	0
"ENSG00000131373"	0	1	0	0	0	0
"ENSG00000131389"	1	0	0	0	0	0
"ENSG00000131408"	0	1	0	1	0	0
"ENSG00000131446"	1	0	1	0	2	1
"ENSG00000131467"	1	0	1	0	0	0
"ENSG00000131469"	12	8	13	14	7	7
"ENSG00000131473"	1	0	0	0	0	0
"ENSG00000131495"	0	0	0	1	3	2
"ENSG00000131503"	0	0	0	0	1	0
"ENSG00000131507"	0	0	1	1	0	0
"ENSG00000131508"	0	0	0	0	2	0
"ENSG00000131558"	0	0	0	0	0	1
"ENSG00000131669"	1	2	0	1	1	0
"ENSG00000131759"	1	0	0	0	0	0
"ENSG00000131779"	0	1	0	0	0	0
"ENSG00000131899"	0	0	1	0	0	0
"ENSG00000131943"	0	0	1	0	0	0
"ENSG00000131966"	1	0	0	0	0	1
"ENSG00000131981"	1	3	7	3	3	2
"ENSG00000132000"	0	0	0	0	0	1
"ENSG00000132128"	1	0	1	0	1	1
"ENSG00000132153"	0	0	0	0	1	0
"ENSG00000132155"	1	0	0	0	0	0
"ENSG00000132182"	0	1	0	0	0	0
"ENSG00000132205"	0	0	0	1	0	0
"ENSG00000132274"	0	0	0	0	0	2
"ENSG00000132286"	0	0	0	1	0	0
"ENSG00000132294"	0	0	1	0	0	0
"ENSG00000132305"	1	0	0	0	0	0
"ENSG00000132323"	0	0	1	0	0	0
"ENSG00000132334"	0	0	1	1	0	0
"ENSG00000132341"	0	1	1	3	1	0
"ENSG00000132376"	0	0	1	0	0	0
"ENSG00000132382"	0	0	0	0	0	1
"ENSG00000132383"	1	0	0	0	0	0
"ENSG00000132406"	0	0	0	1	0	0
"ENSG00000132432"	2	2	1	0	0	0
"ENSG00000132434"	0	1	0	0	0	0
"ENSG00000132463"	0	0	2	1	0	0
"ENSG00000132465"	0	1	1	1	0	0
"ENSG00000132475"	3	2	2	2	3	1
"ENSG00000132485"	2	0	0	0	0	0
"ENSG00000132507"	1	1	0	1	0	0
"ENSG00000132541"	0	0	0	0	1	0
"ENSG00000132589"	0	1	2	0	0	0
"ENSG00000132591"	0	0	1	1	0	0
"ENSG00000132604"	0	0	1	0	0	0
"ENSG00000132612"	0	0	0	1	0	0
"ENSG00000132661"	0	0	0	1	0	1
"ENSG00000132670"	0	1	0	0	0	0
"ENSG00000132718"	1	0	0	0	0	0
"ENSG00000132780"	0	0	0	0	0	1
"ENSG00000132792"	0	1	0	1	0	0
"ENSG00000132819"	0	1	0	0	0	0
"ENSG00000132842"	0	0	0	0	1	0
"ENSG00000132912"	0	1	0	0	0	0
"ENSG00000132952"	0	0	0	0	0	1
"ENSG00000132963"	0	0	2	0	0	0
"ENSG00000132965"	1	2	1	2	0	0
"ENSG00000133104"	0	0	0	0	0	1
"ENSG00000133106"	0	0	1	0	0	0
"ENSG00000133111"	1	0	0	0	0	0
"ENSG00000133112"	32	32	34	21	31	29
"ENSG00000133114"	0	0	1	0	0	0
"ENSG00000133134"	1	0	0	1	0	0
"ENSG00000133142"	0	0	0	0	0	1
"ENSG00000133216"	0	0	1	0	0	0
"ENSG00000133275"	0	0	1	0	0	0
"ENSG00000133316"	0	0	1	0	0	0
"ENSG00000133318"	1	2	0	0	0	1
"ENSG00000133321"	0	1	3	1	4	0
"ENSG00000133398"	0	0	0	0	0	1
"ENSG00000133561"	0	0	1	0	0	0
"ENSG00000133574"	0	2	2	0	0	0
"ENSG00000133612"	0	0	0	1	0	0
"ENSG00000133627"	1	0	0	0	0	0
"ENSG00000133639"	2	0	4	0	0	2
"ENSG00000133703"	1	0	0	0	0	0
"ENSG00000133704"	0	0	0	1	2	0
"ENSG00000133789"	0	0	0	0	1	0
"ENSG00000133794"	1	0	1	0	0	0
"ENSG00000133805"	0	1	0	0	1	0
"ENSG00000133835"	2	0	0	0	0	0
"ENSG00000133872"	2	2	5	2	0	3
"ENSG00000133935"	0	0	0	0	0	1
"ENSG00000133943"	0	0	0	0	1	0
"ENSG00000133961"	0	0	0	0	0	2
"ENSG00000133997"	0	0	0	1	0	0
"ENSG00000134001"	0	1	0	1	0	0
"ENSG00000134014"	1	0	0	1	0	0
"ENSG00000134049"	0	0	0	0	1	1
"ENSG00000134058"	0	0	0	0	0	1
"ENSG00000134061"	0	0	1	1	0	1
"ENSG00000134077"	1	0	0	0	0	0
"ENSG00000134108"	0	0	0	1	0	0
"ENSG00000134186"	0	1	0	0	0	0
"ENSG00000134242"	0	0	1	0	0	0
"ENSG00000134243"	0	1	0	0	0	0
"ENSG00000134248"	0	2	0	1	0	0
"ENSG00000134255"	0	0	1	0	0	0
"ENSG00000134287"	0	2	0	0	0	0
"ENSG00000134291"	0	1	0	0	1	0
"ENSG00000134294"	0	0	0	0	1	0
"ENSG00000134308"	0	1	0	0	1	0
"ENSG00000134326"	0	0	0	0	1	0
"ENSG00000134330"	1	0	0	0	0	0
"ENSG00000134333"	0	0	0	1	2	0
"ENSG00000134419"	23	21	20	26	14	23
"ENSG00000134453"	0	0	0	0	0	1
"ENSG00000134545"	0	0	0	1	0	0
"ENSG00000134590"	1	0	0	0	0	0
"ENSG00000134602"	0	0	1	0	0	0
"ENSG00000134684"	0	0	0	0	1	0
"ENSG00000134717"	1	1	0	0	0	0
"ENSG00000134744"	0	0	1	0	0	0
"ENSG00000134755"	0	1	0	0	0	0
"ENSG00000134759"	2	0	0	0	0	0
"ENSG00000134802"	0	1	0	0	0	0
"ENSG00000134825"	3	0	1	0	0	0
"ENSG00000134851"	1	0	0	0	0	0
"ENSG00000134882"	1	1	0	0	1	0
"ENSG00000134884"	0	0	0	1	0	0
"ENSG00000134899"	0	1	0	0	0	0
"ENSG00000134905"	0	0	0	0	0	1
"ENSG00000134954"	0	0	2	0	0	0
"ENSG00000134996"	0	2	0	0	0	0
"ENSG00000135046"	0	1	0	0	0	0
"ENSG00000135047"	0	1	1	2	0	0
"ENSG00000135090"	1	0	0	0	0	0
"ENSG00000135093"	0	0	1	0	0	0
"ENSG00000135124"	0	0	1	0	0	0
"ENSG00000135127"	1	0	0	0	0	0
"ENSG00000135148"	0	0	0	1	1	0
"ENSG00000135218"	0	1	0	0	0	1
"ENSG00000135241"	0	1	0	0	0	0
"ENSG00000135250"	0	0	0	1	0	0
"ENSG00000135272"	0	1	0	1	0	0
"ENSG00000135316"	0	1	0	0	0	0
"ENSG00000135334"	0	0	1	0	0	0
"ENSG00000135341"	1	0	0	0	0	0
"ENSG00000135390"	0	2	0	2	2	0
"ENSG00000135392"	1	0	0	0	0	0
"ENSG00000135404"	4	5	3	1	4	4
"ENSG00000135486"	0	4	1	4	2	2
"ENSG00000135506"	0	1	0	0	0	0
"ENSG00000135535"	0	0	0	2	0	0
"ENSG00000135587"	0	1	0	0	0	0
"ENSG00000135624"	1	1	2	0	1	1
"ENSG00000135637"	0	0	0	0	0	2
"ENSG00000135655"	1	0	0	1	0	0
"ENSG00000135677"	0	0	0	0	1	1
"ENSG00000135678"	0	0	0	1	0	1
"ENSG00000135709"	0	0	0	2	0	0
"ENSG00000135821"	3	2	0	3	6	1
"ENSG00000135829"	0	1	1	0	0	0
"ENSG00000135845"	0	0	1	0	0	0
"ENSG00000135926"	0	0	1	0	1	0
"ENSG00000135929"	1	0	0	0	0	0
"ENSG00000135930"	0	0	0	0	1	0
"ENSG00000135932"	0	1	0	0	0	1
"ENSG00000135940"	0	3	0	2	3	0
"ENSG00000135951"	0	0	1	0	0	0
"ENSG00000136003"	1	1	1	1	0	0
"ENSG00000136021"	0	1	0	0	0	1
"ENSG00000136100"	0	0	0	0	1	0
"ENSG00000136143"	0	1	1	0	0	0
"ENSG00000136146"	0	0	0	0	1	1
"ENSG00000136153"	0	0	1	0	0	0
"ENSG00000136156"	4	3	2	3	2	2
"ENSG00000136159"	0	0	0	0	0	1
"ENSG00000136167"	3	1	2	4	3	2
"ENSG00000136193"	0	1	0	0	0	0
"ENSG00000136197"	1	0	0	0	0	0
"ENSG00000136205"	0	0	0	0	0	1
"ENSG00000136213"	1	0	1	0	0	1
"ENSG00000136235"	0	1	1	2	2	2
"ENSG00000136238"	1	0	3	1	2	0
"ENSG00000136240"	0	0	0	1	1	1
"ENSG00000136243"	0	0	1	0	0	0
"ENSG00000136270"	0	0	0	0	1	0
"ENSG00000136271"	0	0	0	0	0	1
"ENSG00000136273"	0	1	0	0	0	0
"ENSG00000136279"	0	0	1	0	0	0
"ENSG00000136286"	0	0	1	0	0	0
"ENSG00000136295"	0	0	1	0	0	1
"ENSG00000136381"	0	0	1	0	0	0
"ENSG00000136450"	1	0	0	0	0	0
"ENSG00000136463"	0	0	0	0	1	0
"ENSG00000136478"	1	0	0	0	0	0
"ENSG00000136490"	0	0	1	0	1	0
"ENSG00000136518"	0	0	0	0	0	1
"ENSG00000136521"	1	0	0	1	0	0
"ENSG00000136522"	0	0	1	1	0	0
"ENSG00000136527"	1	0	0	0	0	0
"ENSG00000136536"	1	0	0	0	0	0
"ENSG00000136560"	0	0	0	1	0	0
"ENSG00000136573"	1	0	0	0	0	0
"ENSG00000136603"	0	0	0	0	0	1
"ENSG00000136634"	0	0	0	1	0	0
"ENSG00000136636"	0	0	0	0	0	1
"ENSG00000136689"	0	2	1	1	1	0
"ENSG00000136717"	0	1	1	0	0	0
"ENSG00000136732"	1	0	4	1	0	0
"ENSG00000136738"	1	0	0	0	0	0
"ENSG00000136754"	0	0	0	0	0	2
"ENSG00000136758"	0	0	0	0	0	1
"ENSG00000136770"	0	0	1	0	0	0
"ENSG00000136783"	0	0	0	0	1	0
"ENSG00000136810"	1	2	4	2	4	3
"ENSG00000136813"	0	0	0	0	0	1
"ENSG00000136888"	1	3	1	0	0	0
"ENSG00000136897"	0	0	0	0	1	0
"ENSG00000136930"	0	2	0	0	0	1
"ENSG00000136935"	0	0	0	0	0	1
"ENSG00000136942"	4	6	10	10	7	6
"ENSG00000137054"	0	2	0	0	1	0
"ENSG00000137078"	0	0	0	0	0	1
"ENSG00000137100"	0	1	0	0	0	1
